LIBNAME;MEMNAME;NAME;TYPE;LENGTH;LABEL;FORMAT
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCRP_20;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCRP_20;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCRP_20;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCRP_20;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCRP_20;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCRP_20;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCRP_20;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCRP_20;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCRP_20;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCRP_20;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCRP_2_A;String;6;NCRP_2;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCRP_3;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCRP_3;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCRP_3_A;String;6;NCRP_3;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCRP_4;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCRP_4;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCRP_5;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCRP_5;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCRP_6;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCRP_6;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCRP_7;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCRP_7;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCRP_8;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCRP_8;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCRP_9;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCRP_9;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_AVTSPESSOM1418_UTL_FIL;NCSP_1;String;6;;
NPR19;M19_AVTSPESSOM2014_UTL_FIL;NCSP_1;String;6;;
NPR19;M19_AVTSPESSOM2015_UTL_FIL;NCSP_1;String;6;;
NPR19;M19_AVTSPESSOM2016_UTL_FIL;NCSP_1;String;6;;
NPR19;M19_AVTSPESSOM2017_UTL_FIL;NCSP_1;String;6;;
NPR19;M19_AVTSPESSOM2018_UTL_FIL;NCSP_1;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_1;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_1;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_AVTSPESSOM1418_UTL_FIL;NCSP_10;String;5;;
NPR19;M19_AVTSPESSOM2014_UTL_FIL;NCSP_10;String;5;;
NPR19;M19_AVTSPESSOM2015_UTL_FIL;NCSP_10;String;5;;
NPR19;M19_AVTSPESSOM2016_UTL_FIL;NCSP_10;String;5;;
NPR19;M19_AVTSPESSOM2017_UTL_FIL;NCSP_10;String;5;;
NPR19;M19_AVTSPESSOM2018_UTL_FIL;NCSP_10;String;5;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_10;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_10;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_11;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_11;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_12;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_12;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_13;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_13;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_14;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_14;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_15;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_15;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_16;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_16;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_17;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_17;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_18;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_18;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_19;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_19;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_AVTSPESSOM1418_UTL_FIL;NCSP_2;String;6;;
NPR19;M19_AVTSPESSOM2014_UTL_FIL;NCSP_2;String;6;;
NPR19;M19_AVTSPESSOM2015_UTL_FIL;NCSP_2;String;6;;
NPR19;M19_AVTSPESSOM2016_UTL_FIL;NCSP_2;String;6;;
NPR19;M19_AVTSPESSOM2017_UTL_FIL;NCSP_2;String;6;;
NPR19;M19_AVTSPESSOM2018_UTL_FIL;NCSP_2;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_2;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_2;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_20;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_20;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_AVTSPESSOM1418_UTL_FIL;NCSP_3;String;6;;
NPR19;M19_AVTSPESSOM2014_UTL_FIL;NCSP_3;String;6;;
NPR19;M19_AVTSPESSOM2015_UTL_FIL;NCSP_3;String;6;;
NPR19;M19_AVTSPESSOM2016_UTL_FIL;NCSP_3;String;6;;
NPR19;M19_AVTSPESSOM2017_UTL_FIL;NCSP_3;String;6;;
NPR19;M19_AVTSPESSOM2018_UTL_FIL;NCSP_3;String;6;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;NCSP_3;String;6;;
NPR19;M19_SYKEHUS1418_UTL_FIL;NCSP_3;String;6;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;NCSP_4;String;6;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;NCSP_4;String;6;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;NCSP_4;String;6;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;NCSP_4;String;6;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;NCSP_4;String;6;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;NCSP_4;String;6;;
NPR19;M19_AVTSPESSOM1418_UTL_FIL;NCSP_4;String;6;;
NPR19;M19_AVTSPESSOM2014_UTL_FIL;NCSP_4;String;6;;
NPR19;M19_AVTSPESSOM2015_UTL_FIL;NCSP_4;String;6;;
NPR19;M19_AVTSPESSOM2016_UTL_FIL;NCSP_4;String;6;;
